,site_name,subject_group,image_name,subject_id,count_total,median_count,mean_count,mode_min_count,mode_max_count,mode_count,mode_count_avg,users,sum_annotations_count,annotations_count,dbscan_count_sil,HDBSCAN_count,eps,min_cluster_size,max_cluster_size,noise_points,data.no,data.yes
99,South Coast B,South Coast B,ESCB-2.1-2_52.jpg,72337310,0,1.0,1.0,1.0,1.0,[1],1.0,6.0,6.0,"[1, 1, 1, 1, 1, 1]",1.0,1.0,0.0,5.0,0.0,1.0,14.0,7.0
100,South Coast B,South Coast B,ESCB-2.1-2_59.jpg,72337317,4,3.0,2.62,1.0,4.0,"[1, 4]",2.5,21.0,55.0,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5]",3.0,4.0,0.0,5.0,0.0,1.0,0.0,22.0
101,South Coast B,South Coast B,ESCB-2.1-2_70.jpg,72337328,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,,21.0,0.0
102,South Coast B,South Coast B,ESCB-2.1-2_72.jpg,72337330,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,,21.0,0.0
103,South Coast B,South Coast B,ESCB-2.1-2_94.jpg,72337352,3,2.0,2.32,2.0,2.0,[2],2.0,19.0,44.0,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4]",2.0,3.0,0.0,5.0,0.0,0.0,1.0,21.0
104,South Coast B,South Coast B,ESCB-2.1-2_95.jpg,72337353,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,,21.0,0.0
105,South Coast B,South Coast B,ESCB-2.1-2_98.jpg,72337356,1,1.0,1.2,1.0,1.0,[1],1.0,20.0,24.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4]",1.0,1.0,0.0,5.0,0.0,19.0,0.0,21.0
106,South Coast B,South Coast B,ESCB-2.2-1_19.jpg,72337372,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,,,,,21.0,0.0
107,South Coast B,South Coast B,ESCB-2.2-1_21.jpg,72337374,0,2.0,2.0,2.0,2.0,[2],2.0,1.0,2.0,[2],0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0
108,South Coast B,South Coast B,ESCB-2.2-1_24.jpg,72337377,0,1.0,1.29,1.0,1.0,[1],1.0,7.0,9.0,"[1, 1, 1, 1, 1, 1, 3]",1.0,1.0,0.0,5.0,0.0,4.0,9.0,11.0
